city,state_name,lat,lng, population , population_proper ,density
Whitesboro,Alabama,34.1682,-86.0572,,,96.6
Cragford,Alabama,33.2509,-85.6725,,,24.7
Cochrane,Alabama,33.0654,-88.2511,,,1.1
Fackler,Alabama,34.7926,-85.91,,,25.9
Mountain Creek,Alabama,32.7107,-86.4789,,,108.4
Point Clear,Alabama,30.4903,-87.9095,,,144.4
Ladonia,Alabama,32.4609,-85.0877,,,528.9
Lehigh,Alabama,33.8543,-86.6839,,,10.7
Graham,Alabama,33.4552,-85.323,,,8.5
Carlisle,Alabama,34.129,-86.1203,,,81.2
Pine Level,Alabama,32.5797,-86.4529,,,139.2
Eunola,Alabama,31.0326,-85.8409,,,88.1
Chastang,Alabama,31.0377,-88.0233,,,2.4
Stewartville,Alabama,33.0725,-86.2658,,,78.5
Lim Rock,Alabama,34.6723,-86.1883,,,17.1
Bon Secour,Alabama,30.3222,-87.7271,,,81.2
Ramer,Alabama,32.0504,-86.2214,,,50.2
Peachburg,Alabama,32.1638,-85.6241,,,2.7
Inverness,Alabama,33.4071,-86.7111,,,1090
Curry,Alabama,33.4865,-86.0172,,,6.7
McWilliams,Alabama,31.831,-87.0939,,,10.8
Brooklyn,Alabama,31.2627,-86.7711,,,10.8
Dolomite,Alabama,33.4629,-86.9614,,,628
Forestdale,Alabama,33.5737,-86.9002,,,456.8
Wellington,Alabama,33.8226,-85.8927,,,67.7
Caffee Junction,Alabama,33.2454,-87.1378,,,77.6
Fayetteville,Alabama,33.1643,-86.4411,,,30.3
Gorgas,Alabama,33.6493,-87.2081,,,1.5
Boykin,Alabama,32.0701,-87.2915,,,47
West Selmont,Alabama,32.3912,-87.0172,,,105
Salem,Alabama,32.5968,-85.2386,,,47.7
Booth,Alabama,32.5004,-86.5719,,,56.4
Campbell,Alabama,31.9235,-87.9811,,,3.1
Moulton Heights,Alabama,34.5973,-87.0145,,,641.6
Burnsville,Alabama,32.4746,-86.8917,,,111.4
Saks,Alabama,33.7119,-85.8535,,,895.1
Edgewater,Alabama,33.5286,-86.9574,,,18.3
Hunter,Alabama,32.3957,-86.3955,,,63.5
Tensaw,Alabama,31.1568,-87.7992,,,12.8
Leroy,Alabama,31.4952,-87.969,,,12.3
Malone,Alabama,33.1987,-85.5841,,,3.3
Mitchell,Alabama,32.2463,-85.9377,,,1.7
Gasque,Alabama,30.2533,-87.8197,,,120.3
Miller,Alabama,32.1565,-87.7856,,,5.2
Sawyerville,Alabama,32.7518,-87.7295,,,26.7
Carlton,Alabama,31.343,-87.8378,,,22.5
Forest Home,Alabama,31.8624,-86.8428,,,3.7
Mount Olive,Alabama,33.6778,-86.8726,,,196.8
Axis,Alabama,30.9295,-88.0181,,,99.6
Randolph,Alabama,32.8996,-86.9108,,,29.3
Vandiver,Alabama,33.4601,-86.5251,,,159.6
Tibbie,Alabama,31.3628,-88.2471,,,11
Bucks,Alabama,31.0169,-88.025,,,17.4
Bremen,Alabama,33.9945,-86.97,,,56.3
Stanton,Alabama,32.7357,-86.8997,,,44.7
Tyler,Alabama,32.3393,-86.8797,,,2
Megargel,Alabama,31.3781,-87.4307,,,63.3
Minter,Alabama,32.0779,-86.9936,,,6.4
Flint City,Alabama,34.5231,-86.9703,,,141.1
Wilsonia,Alabama,34.0998,-85.9041,,,30.2
Rockledge,Alabama,34.0893,-86.1128,,,158.6
Samantha,Alabama,33.4223,-87.6053,,,51.8
Fruitdale,Alabama,31.3429,-88.4108,,,41.5
Harvest,Alabama,34.8558,-86.7521,,,552.3
Little River,Alabama,34.2815,-85.6733,,,5.3
Lawley,Alabama,32.8596,-86.9514,,,43.2
Spruce Pine,Alabama,34.3928,-87.7294,,,116.8
Sardis,Alabama,32.2876,-86.9858,,,9.3
Hatton,Alabama,34.5611,-87.4136,,,158.3
Chrysler,Alabama,31.3052,-87.7011,,,6
Alexandria,Alabama,33.7675,-85.8792,,,121.9
Pleasant Site,Alabama,34.542,-88.0653,,,1.9
Echo,Alabama,31.4757,-85.4658,,,26
Bradley,Alabama,31.0335,-86.7255,,,2.5
Marbury,Alabama,32.6793,-86.4607,,,52.4
Pyriton,Alabama,33.3632,-85.8339,,,7.1
East Point,Alabama,34.1856,-86.7926,,,10.5
Huguley,Alabama,32.843,-85.2394,,,288.9
Pletcher,Alabama,32.7029,-86.785,,,21.1
Rosalie,Alabama,34.6998,-85.7686,,,75.3
Vinegar Bend,Alabama,31.2594,-88.3712,,,6.7
Yellow Pine,Alabama,31.4057,-88.4297,,,36.4
Barton,Alabama,34.7387,-87.8911,,,64.2
Range,Alabama,31.3127,-87.2355,,,9.7
Hackneyville,Alabama,33.0567,-85.9312,,,40
Catherine,Alabama,32.1861,-87.4699,,,5.7
Meridianville,Alabama,34.8729,-86.5722,,,497.7
Blanche,Alabama,34.3634,-85.61,,,10.2
Bexar,Alabama,34.1909,-88.1473,,,7
Short Creek,Alabama,33.5512,-87.1014,,,132.6
Shady Grove,Alabama,31.9096,-86.1625,,,6.5
Lilita,Alabama,32.4837,-88.1284,,,1.5
Hissop,Alabama,32.8746,-86.1159,,,7.1
Rock Mills,Alabama,33.1563,-85.2861,,,75.7
DeArmanville,Alabama,33.6265,-85.7514,,,149
Morgan City,Alabama,34.472,-86.5697,,,201.7
Marvel,Alabama,33.1468,-87.003,,,22
Bellamy,Alabama,32.4582,-88.1277,,,34.8
Perdido,Alabama,31.0034,-87.6323,,,86.9
Stockton,Alabama,30.9946,-87.86,,,35
Mignon,Alabama,33.1948,-86.265,,,417.4
Claiborne,Alabama,31.5402,-87.5155,,,4.9
Valley Creek,Alabama,33.3876,-87.0722,,,23.5
Winterboro,Alabama,33.3215,-86.1969,,,15.4
Nanafalia,Alabama,32.1114,-87.9957,,,26.2
Sterrett,Alabama,33.4491,-86.4645,,,114.1
Penton,Alabama,33.009,-85.4721,,,33.4
Garland,Alabama,31.5566,-86.8233,,,3.8
Hazel Green,Alabama,34.9237,-86.5671,,,226.2
Hazen,Alabama,32.3401,-87.2039,,,31.9
Hollins,Alabama,33.1213,-86.129,,,36.2
Pleasant Gap,Alabama,33.9876,-85.52,,,23.2
Peterman,Alabama,31.5837,-87.2631,,,74.5
Plantersville,Alabama,32.6568,-86.9244,,,62.8
Society Hill,Alabama,32.4265,-85.4452,,,3.7
Sims Chapel,Alabama,31.2365,-88.1435,,,25.2
Melvin,Alabama,31.9304,-88.4589,,,8.7
Heiberger,Alabama,32.7582,-87.2867,,,5.2
Malcolm,Alabama,31.1946,-88.0015,,,43.5
McDonald Chapel,Alabama,33.5189,-86.9384,,,480.8
Keener,Alabama,34.1562,-85.9511,,,51.7
Huxford,Alabama,31.2202,-87.4619,,,85.7
Violet Hill,Arkansas,36.1537,-91.8415,,,13.6
Van,Arkansas,34.3268,-91.2343,,,1.2
Brickeys,Arkansas,34.8607,-90.5923,,,8.5
Red Star,Arkansas,35.8667,-93.5307,,,2.7
Evansville,Arkansas,35.7954,-94.4969,,,67.9
Boles,Arkansas,34.7795,-94.0491,,,20.2
Wabash,Arkansas,34.3887,-90.8287,,,13.6
Harriet,Arkansas,35.9934,-92.5204,,,7.2
Ouachita,Arkansas,33.8523,-92.8293,,,47.3
Snowball,Arkansas,35.9065,-92.8218,,,12.6
Hickory Plains,Arkansas,34.9901,-91.7368,,,2.5
El Paso,Arkansas,35.1262,-92.0954,,,38.3
Avilla,Arkansas,34.6988,-92.5813,,,19.5
Center Ridge,Arkansas,35.3806,-92.5702,,,32.8
Otwell,Arkansas,35.7259,-90.8379,,,15.3
Atlanta,Arkansas,33.1187,-93.0527,,,1.3
Iron Springs,Arkansas,34.5895,-92.3257,,,135.6
Waterloo,Arkansas,33.5432,-93.246,,,7.4
Agnos,Arkansas,36.2773,-91.6915,,,9.8
Wolf Bayou,Arkansas,35.6548,-91.9107,,,22.6
Jersey,Arkansas,33.4284,-92.3143,,,1.6
Pettigrew,Arkansas,35.8179,-93.6485,,,7.2
Hopper,Arkansas,34.3587,-93.6888,,,3.4
Manning,Arkansas,34.0212,-92.7929,,,19.8
Lurton,Arkansas,35.7715,-93.0777,,,9
Prairie Creek,Arkansas,36.3401,-94.0613,,,231.1
Willow,Arkansas,34.1337,-92.7463,,,19.1
New Blaine,Arkansas,35.2929,-93.4202,,,42.8
Crystal Springs,Arkansas,34.522,-93.336,,,25.2
Timbo,Arkansas,35.8709,-92.3171,,,12.1
Newhope,Arkansas,34.2304,-93.8802,,,21.6
Collins,Arkansas,33.5315,-91.5654,,,11.9
Dutch Mills,Arkansas,35.8756,-94.4916,,,10.9
Fiftysix,Arkansas,35.9576,-92.2185,,,52.4
Tumbling Shoals,Arkansas,35.5479,-91.9689,,,34.2
Summers,Arkansas,35.9812,-94.4916,,,70.7
Marche,Arkansas,34.8634,-92.3624,,,44.4
Detonti,Arkansas,34.4973,-92.5088,,,38
Halley,Arkansas,33.5357,-91.3248,,,2.5
Kiblah,Arkansas,33.0515,-93.896,,,5.3
Gibson,Arkansas,34.8923,-92.2341,,,301.5
Piney,Arkansas,34.5024,-93.1419,,,870.9
Peel,Arkansas,36.4323,-92.7688,,,10
Almond,Arkansas,35.6959,-91.7985,,,23.9
Black Fork,Arkansas,34.767,-94.4311,,,2
Kedron,Arkansas,34.0445,-92.1404,,,13.8
Harvey,Arkansas,34.8459,-93.7852,,,5.7
Richmond,Arkansas,33.6376,-94.2074,,,17.9
Kelso,Arkansas,33.7976,-91.2707,,,6.2
Reader,Arkansas,33.7518,-93.1009,,,29.7
Washburn,Arkansas,35.1684,-94.0935,,,19.4
Cord,Arkansas,35.812,-91.3435,,,18.6
Social Hill,Arkansas,34.332,-92.9132,,,32.8
Buena Vista,Arkansas,33.4873,-92.9552,,,14.3
Mount Holly,Arkansas,33.3026,-92.9549,,,11.8
Deckerville,Arkansas,35.4451,-90.3051,,,6.8
Brighton,Arkansas,36.0676,-90.3562,,,11.6
Morriston,Arkansas,36.2659,-91.7804,,,8.6
Sweet Home,Arkansas,34.6707,-92.2465,,,75.9
Glencoe,Arkansas,36.2942,-91.7474,,,6.9
Rule,Arkansas,36.2778,-93.4599,,,3.6
Halliday,Arkansas,36.1215,-90.4343,,,28.4
Genoa,Arkansas,33.3837,-93.9096,,,65.1
Vimy Ridge,Arkansas,34.6012,-92.4135,,,107.4
Blackwell,Arkansas,35.2223,-92.8413,,,35.8
Prairie View,Arkansas,35.3345,-93.518,,,41.3
Prim,Arkansas,35.694,-92.1085,,,11.3
Greenfield,Arkansas,35.6323,-90.7126,,,26.7
Butterfield,Arkansas,34.4273,-92.8138,,,112.9
Sage,Arkansas,36.0459,-91.8163,,,16.2
Paron,Arkansas,34.7729,-92.7585,,,8.2
Clow,Arkansas,33.8898,-93.7727,,,10.7
Centerville,Arkansas,35.1129,-93.1688,,,149.4
West Crossett,Arkansas,33.1488,-92.0222,,,120
Hensley,Arkansas,34.5068,-92.2069,,,87.2
Mandeville,Arkansas,33.4818,-93.9641,,,133.2
Cato,Arkansas,34.9284,-92.2613,,,27
Poplar Grove,Arkansas,34.5479,-90.8532,,,87.5
College Heights,Arkansas,33.5904,-91.8007,,,289.4
Chismville,Arkansas,35.2173,-93.9405,,,12.4
Falcon,Arkansas,33.4646,-93.4135,,,4.7
Hanover,Arkansas,35.8034,-92.1238,,,3.1
Nathan,Arkansas,34.1062,-93.8138,,,7.6
Compton,Arkansas,36.0967,-93.3027,,,19.4
Magnet Cove,Arkansas,34.4492,-92.8379,,,47.9
Lawson,Arkansas,33.1968,-92.4829,,,28.4
Salado,Arkansas,35.6912,-91.5957,,,70
Briggsville,Arkansas,34.934,-93.4944,,,16.4
Deer,Arkansas,35.8267,-93.2093,,,6
Saint James,Arkansas,35.8384,-91.9179,,,11.1
Ben Hur,Arkansas,35.7304,-92.973,,,1.2
Monroe,Arkansas,34.7348,-91.1046,,,24.6
East End,Arkansas,34.5554,-92.3261,,,152.3
Bexar,Arkansas,36.2867,-91.9957,,,4.2
Grapevine,Arkansas,34.1457,-92.3154,,,13.6
Martinville,Arkansas,35.3251,-92.4824,,,5.1
Olvey,Arkansas,36.1909,-92.966,,,30.8
Canfield,Arkansas,33.1829,-93.6327,,,6
Bluffton,Arkansas,34.9054,-93.6007,,,5.2
Abbott,Arkansas,35.0734,-94.1938,,,26.3
Fitzhugh,Arkansas,35.3581,-91.3229,,,4.6
Kirby,Arkansas,34.2556,-93.6522,,,26
Ingalls,Arkansas,33.3834,-92.151,,,19.4
Wesley,Arkansas,36.0273,-93.9202,,,15.2
Jennie,Arkansas,33.2562,-91.2862,,,8.1
Birta,Arkansas,35.0173,-93.1335,,,30.4
Sims,Arkansas,34.6593,-93.691,,,10.6
Ozone,Arkansas,35.6412,-93.4432,,,7.9
Waveland,Arkansas,35.1237,-93.6282,,,21.1
White,Arkansas,33.014,-91.9957,,,16.5
Potter,Arkansas,34.5537,-94.3391,,,27.2
Armorel,Arkansas,35.9201,-89.7981,,,3.8
Dennard,Arkansas,35.7498,-92.5394,,,8.1
Busch,Arkansas,36.4642,-93.8308,,,21.1
Moro Bay,Arkansas,33.3065,-92.3504,,,1.4
Aplin,Arkansas,34.974,-92.9788,,,27
Sheppard,Arkansas,33.6265,-93.7221,,,8.7
Jefferson,Arkansas,34.3807,-92.164,,,53.2
Harmony,Arkansas,35.5481,-93.5557,,,8.7
Rhea,Arkansas,36.0142,-94.403,,,34.8
Jamestown,Arkansas,35.6967,-91.7046,,,21.4
Eagle Mills,Arkansas,33.6826,-92.7046,,,22.8
Oma,Arkansas,34.3962,-93.2646,,,39.7
Goodwin,Arkansas,34.9381,-91.021,,,70.4
Spring Hill,Arkansas,33.5876,-93.6485,,,33
Flag,Arkansas,35.8192,-92.3943,,,4.9
Mount Judea,Arkansas,35.9215,-93.0602,,,7.8
Alpine,Arkansas,34.229,-93.3791,,,11.3
Center Hill,Arkansas,35.2626,-91.884,,,47.2
Meyers,Arkansas,34.4593,-93.3541,,,7.1
Olyphant,Arkansas,35.5245,-91.3824,,,9
Holiday Island,Arkansas,36.4762,-93.7341,,,53.8
Fair Oaks,Arkansas,35.2434,-91.0312,,,49.3
Staves,Arkansas,34.031,-92.278,,,21.6
Woodberry,Arkansas,33.5823,-92.516,,,31.2
Rover,Arkansas,34.9465,-93.4055,,,26.7
Newburg,Arkansas,36.1156,-91.9499,,,14.4
Belfast,Arkansas,34.4145,-92.459,,,4.3
Springfield,Arkansas,35.2676,-92.5577,,,41.6
Yale,Arkansas,35.6712,-93.6507,,,8.2
Bunn,Arkansas,34.0015,-92.4954,,,3.5
Postelle,Arkansas,34.5701,-91.0229,,,5.4
Glendale,Arkansas,33.9629,-91.9593,,,35.3
Y City,Arkansas,34.7348,-94.0772,,,17.2
Bethesda,Arkansas,35.7915,-91.7885,,,52.2
Dalark,Arkansas,34.0373,-92.886,,,42.3
Lono,Arkansas,34.2082,-92.7102,,,15.9
Selma,Arkansas,33.6973,-91.5676,,,7.1
De Ann,Arkansas,33.7782,-93.5627,,,6.4
Board Camp,Arkansas,34.5379,-94.0955,,,25
Gravelly,Arkansas,34.8832,-93.6874,,,16.7
Bayou Meto,Arkansas,34.2237,-91.5212,,,2.9
Gifford,Arkansas,34.3756,-92.7443,,,116.8
Desha,Arkansas,35.7362,-91.6799,,,83.5
Cecil,Arkansas,35.4387,-93.9446,,,7
Tamo,Arkansas,34.1104,-91.7593,,,14.1
Rohwer,Arkansas,33.7609,-91.2757,,,12.3
Felton,Arkansas,34.8043,-90.7962,,,1.5
Tokio,Arkansas,34.0034,-93.751,,,20.8
Paraloma,Arkansas,33.7979,-94.0191,,,16
Tichnor,Arkansas,34.1404,-91.2707,,,1.2
Doddridge,Arkansas,33.0918,-93.9082,,,6.3
Rockwell,Arkansas,34.464,-93.1341,,,671.7
Moreland,Arkansas,35.3676,-92.9985,,,65.6
Myron,Arkansas,36.1837,-91.7057,,,3.7
Sylvan Hills,Arkansas,34.8365,-92.2313,,,898
Langley,Arkansas,34.3129,-93.8419,,,11.4
Zion,Arkansas,36.0803,-91.7699,,,15.1
Gregory,Arkansas,35.1554,-91.3432,,,17.4
Rock Springs,Arkansas,35.9448,-92.5354,,,4.3
Schaal,Arkansas,33.8262,-93.961,,,2.2
Jerusalem,Arkansas,35.4048,-92.8168,,,53.1
Rivervale,Arkansas,35.674,-90.3401,,,3.3
Kingston,Arkansas,36.0506,-93.5185,,,21.9
Old Lexington,Arkansas,35.7198,-92.411,,,27.5
Landis,Arkansas,35.9395,-92.4421,,,2.8
Yarborough Landing,Arkansas,33.7126,-94.0108,,,214.9
New London,Arkansas,33.1885,-92.3393,,,3.5
Boswell,Arkansas,36.0403,-92.0557,,,3.3
Biscoe,Arkansas,34.8209,-91.4043,,,202.3
Roland,Arkansas,34.9005,-92.5186,,,84.7
Kent,Arkansas,33.6257,-92.8132,,,24.8
Parkers,Arkansas,34.6184,-92.3157,,,145.1
Formosa,Arkansas,35.4631,-92.5102,,,30.5
Henderson,Arkansas,36.3806,-92.2277,,,44.8
Tucker,Arkansas,34.4445,-91.9546,,,38.5
Japton,Arkansas,35.962,-93.8044,,,7.8
Lee Creek,Arkansas,35.6815,-94.3494,,,12.7
Blue Ball,Arkansas,34.9623,-93.7085,,,8.5
Hattieville,Arkansas,35.2876,-92.7868,,,36.7
Dryden,Arkansas,35.8342,-90.909,,,2
Hollis,Arkansas,34.8745,-93.1105,,,3.3
Pearcy,Arkansas,34.4287,-93.2899,,,44
Round Pond,Arkansas,35.0626,-90.6196,,,2.5
Tilton,Arkansas,35.3173,-91.014,,,2.7
Dalton,Arkansas,36.4212,-91.1415,,,12
Bingen,Arkansas,33.9757,-93.7841,,,23.3
Holly Springs,Arkansas,33.8154,-92.7096,,,16.8
Oakgrove,Arkansas,36.4562,-93.4366,,,137.1
Grand Glaise,Arkansas,35.4751,-91.4099,,,42.3
Fox,Arkansas,35.7915,-92.2977,,,4.4
Whitehall,Arkansas,35.4804,-90.7357,,,45.3
Pinnacle,Arkansas,34.8256,-92.4968,,,82.4
Yancopin,Arkansas,33.9407,-91.2187,,,2.2
Pickens,Arkansas,33.8457,-91.4818,,,15.2
Appleton,Arkansas,35.4254,-92.8743,,,41.7
Mountain Valley,Arkansas,34.6293,-93.0568,,,30.7
Helena,Arkansas,34.5295,-90.5918,,,869.8
Ogemaw,Arkansas,33.4626,-93.0252,,,1.8
Blackton,Arkansas,34.6676,-91.1043,,,4.7
Bee Branch,Arkansas,35.4509,-92.3946,,,48.5
Arkana,Arkansas,36.2384,-92.3165,,,21.7
Alleene,Arkansas,33.7701,-94.2605,,,39
North Crossett,Arkansas,33.1711,-91.9367,,,294.3
Stonewall,Arkansas,36.2431,-90.5523,,,3.3
Arkinda,Arkansas,33.7804,-94.4688,,,11.9
Casscoe,Arkansas,34.5257,-91.326,,,6.3
Umpire,Arkansas,34.279,-94.0508,,,13.4
Scottsville,Arkansas,35.4487,-93.0466,,,28.1
Spring Valley,Arkansas,36.1762,-93.9349,,,13.2
Natural Dam,Arkansas,35.6487,-94.3947,,,5.1
War Eagle,Arkansas,36.2679,-93.941,,,8.2
Howell,Arkansas,35.1137,-91.2454,,,1.5
Delaware,Arkansas,35.2837,-93.2988,,,41.6
Bates,Arkansas,34.9082,-94.3869,,,25
Woodson,Arkansas,34.538,-92.2211,,,154
Steprock,Arkansas,35.429,-91.6876,,,5.6
Alco,Arkansas,35.8876,-92.3671,,,3.8
Oark,Arkansas,35.6895,-93.5724,,,20.2
Natural Steps,Arkansas,34.8669,-92.488,,,79
Floyd,Arkansas,35.1948,-91.9676,,,47.3
Chickalah,Arkansas,35.1643,-93.2785,,,35
Floral,Arkansas,35.5873,-91.7571,,,21.6
Rosboro,Arkansas,34.2876,-93.5085,,,6.8
Center,Arkansas,36.1498,-91.511,,,8.2
Princeton,Arkansas,33.9818,-92.6246,,,12.1
Vick,Arkansas,33.3287,-92.1057,,,1.9
Jessieville,Arkansas,34.7012,-93.0616,,,44
Larue,Arkansas,36.3417,-93.946,,,48.2
Boydsville,Arkansas,36.3342,-90.3837,,,12.6
Alabam,Arkansas,36.1526,-93.6813,,,51.7
Cleveland,Arkansas,35.4215,-92.7096,,,7.8
Mist,Arkansas,33.274,-91.6915,,,2.2
Palmyra,Arkansas,33.9229,-91.9304,,,14.1
Laneburg,Arkansas,33.6851,-93.3468,,,7.6
Mabelvale,Arkansas,34.6551,-92.3865,,,319
West Helena,Arkansas,34.5507,-90.6418,,,961.6
Bismarck,Arkansas,34.3162,-93.1707,,,62.6
Morganton,Arkansas,35.4726,-92.3396,,,23.6
Elliott,Arkansas,33.4573,-92.8279,,,61.6
Beirne,Arkansas,33.8887,-93.2041,,,25.6
Arden,Arkansas,33.6896,-94.2858,,,17.8
Fairview,Arkansas,33.9732,-92.8796,,,7.5
Sturkie,Arkansas,36.4573,-91.8732,,,6
Faith,Arkansas,34.1037,-92.1035,,,30
McAlmont,Arkansas,34.7928,-92.1958,,,139.9
Rena,Arkansas,35.487,-94.3577,,,143.5
Big Fork,Arkansas,34.4865,-93.9699,,,7.3
Tarry,Arkansas,34.0759,-91.8415,,,17.9
Mount Olive,Arkansas,36.0006,-92.0929,,,14.9
Wesson,Arkansas,33.1154,-92.7627,,,27.1
Chatfield,Arkansas,35.0059,-90.3973,,,8.7
Crocketts Bluff,Arkansas,34.444,-91.2201,,,1.5
Provo,Arkansas,34.0376,-94.1077,,,22.6
Webb City,Arkansas,35.4681,-93.8319,,,117.5
Tyro,Arkansas,33.8357,-91.7207,,,3.3
College Station,Arkansas,34.7059,-92.2305,,,152.6
Lost Bridge Village,Arkansas,36.3898,-93.9156,,,244.2
Warm Springs,Arkansas,36.4803,-91.0515,,,21.9
Pearson,Arkansas,35.4406,-92.1279,,,38.4
Saratoga,Arkansas,33.7518,-93.9027,,,49.2
Caddo Gap,Arkansas,34.4001,-93.6194,,,35
Camp,Arkansas,36.4142,-91.7349,,,13.4
Sidon,Arkansas,35.3445,-91.9393,,,23.7
Landmark,Arkansas,34.607,-92.3206,,,195.4
Owensville,Arkansas,34.6159,-92.8216,,,32.1
Moark,Arkansas,36.4834,-90.5251,,,8.8
Lowry,Arkansas,36.4717,-93.0543,,,17.6
Durham,Arkansas,35.9495,-93.9805,,,18.3
Gamaliel,Arkansas,36.4567,-92.2332,,,6.3
Parthenon,Arkansas,35.9531,-93.2421,,,24.2
Wild Cherry,Arkansas,36.264,-92.0568,,,7.5
Cypert,Arkansas,34.4901,-90.9562,,,3
Clifty,Arkansas,36.2373,-93.7963,,,21.8
Brasfield,Arkansas,34.8329,-91.3807,,,23.6
Gainesville,Arkansas,36.1648,-90.5107,,,46.2
Vanndale,Arkansas,35.3134,-90.774,,,130.3
Riverside,Arkansas,35.2937,-91.2412,,,4.7
Cauthron,Arkansas,34.9209,-94.2974,,,46.2
Hot Springs Village,Arkansas,34.6568,-92.9642,,,244.1
Brentwood,Arkansas,35.8601,-94.1071,,,23.4
Moscow,Arkansas,34.1465,-91.7951,,,21
Newell,Arkansas,33.166,-92.7446,,,28.2
Hiram,Arkansas,35.4692,-91.8679,,,9.9
Witter,Arkansas,35.9376,-93.6835,,,3.5
Barton,Arkansas,34.5476,-90.7682,,,36.8
Alix,Arkansas,35.4248,-93.7305,,,24.1
Hillemann,Arkansas,35.1226,-91.089,,,3.2
Hiwasse,Arkansas,36.4317,-94.3338,,,50.4
Butlerville,Arkansas,34.9759,-91.8335,,,58.1
Lake Hamilton,Arkansas,34.4269,-93.0887,,,594.4
Swain,Arkansas,35.8492,-93.3399,,,9.1
Story,Arkansas,34.6932,-93.5177,,,44.6
Ponca,Arkansas,36.0242,-93.3646,,,13
Urbana,Arkansas,33.1596,-92.446,,,43.9
Scotland,Arkansas,35.5276,-92.6118,,,10.6
Ivan,Arkansas,33.9118,-92.4246,,,24.2
Weona,Arkansas,35.547,-90.5976,,,1.3
Amy,Arkansas,33.7321,-92.8154,,,19
Ramsey,Arkansas,33.8743,-92.5538,,,1.4
Cedar Creek,Arkansas,34.7854,-93.8666,,,1
Point Cedar,Arkansas,34.3276,-93.3074,,,16.9
Driggs,Arkansas,35.2365,-93.7724,,,7.7
Oneida,Arkansas,34.4615,-90.7832,,,6.7
Smale,Arkansas,34.7104,-91.104,,,6.3
Osage,Arkansas,36.1826,-93.4046,,,12.1
Dixie,Arkansas,35.0768,-91.3632,,,1.4
Cherokee City,Arkansas,36.2947,-94.5769,,,65
Murray,Arkansas,35.9301,-93.3118,,,4.4
Salus,Arkansas,35.7309,-93.406,,,3.1
Witts Springs,Arkansas,35.7681,-92.8668,,,1.7
Chicot,Arkansas,33.2057,-91.2865,,,6.6
Florence,Arkansas,33.7657,-91.6457,,,7.8
Uniontown,Arkansas,35.5845,-94.4441,,,55.1
Urbanette,Arkansas,36.4198,-93.5335,,,21.9
Hon,Arkansas,34.9393,-94.1813,,,39.2
Rye,Arkansas,33.7505,-91.9985,,,12.3
Parks,Arkansas,34.802,-93.9608,,,20.6
Hagarville,Arkansas,35.5151,-93.3335,,,11.5
Curtis,Arkansas,33.9979,-93.1057,,,53.1
Ladelle,Arkansas,33.4646,-91.7937,,,23.9
Auvergne,Arkansas,35.5137,-91.2307,,,9.7
Banner,Arkansas,35.6417,-91.8315,,,13.7
Cornerville,Arkansas,33.8443,-91.9404,,,6.4
Ferndale,Arkansas,34.779,-92.5577,,,42.8
Readland,Arkansas,33.0657,-91.2134,,,42.6
Pike City,Arkansas,34.1123,-93.5752,,,17.8
Maysville,Arkansas,36.4019,-94.5889,,,57
Lambrook,Arkansas,34.3357,-90.9676,,,6.5
Cass,Arkansas,35.6876,-93.8194,,,85.2
Marble,Arkansas,36.1398,-93.5874,,,33.9
Ida,Arkansas,35.5881,-91.9279,,,30.5
Limestone,Arkansas,35.784,-93.2835,,,2.2
Clarkridge,Arkansas,36.4778,-92.3513,,,12.1
New Edinburg,Arkansas,33.7565,-92.2401,,,20.9
Scott,Arkansas,34.6967,-92.0938,,,17.8
Grays,Arkansas,35.2265,-91.234,,,6.6
Oakland,Arkansas,36.4609,-92.571,,,10.8
Wideman,Arkansas,36.1865,-92.0088,,,5.1
Arlington,Vermont,43.0691,-73.1475,,,243.9
Barnet,Vermont,44.2956,-72.0496,,,85
Groton,Vermont,44.214,-72.1968,,,112.2
Shelburne,Vermont,44.3759,-73.2265,,,300
West Pawlet,Vermont,43.3537,-73.2521,,,121.8
Chelsea,Vermont,43.9871,-72.4522,,,115.9
Irasburg,Vermont,44.8002,-72.2849,,,82.3
East Montpelier,Vermont,44.2695,-72.4881,,,140.8
Island Pond,Vermont,44.8125,-71.8862,,,370.6
Manchester Center,Vermont,43.1822,-73.0362,,,173.2
Cavendish,Vermont,43.3863,-72.6065,,,58.8
West Topsham,Vermont,44.1151,-72.3118,,,64.8
Northfield,Vermont,44.1531,-72.6557,,,475.7
Concord,Vermont,44.4323,-71.8863,,,166
Plainfield,Vermont,44.2766,-72.427,,,284.3
Troy,Vermont,44.909,-72.4046,,,116.6
North Wolcott,Vermont,44.6112,-72.4604,,,46.1
Windsor,Vermont,43.4799,-72.3936,,,1438.7
Brattleboro,Vermont,42.8588,-72.5628,,,566.7
Rochester,Vermont,43.8743,-72.8052,,,157.1
Beecher Falls,Vermont,45.009,-71.4935,,,54.3
Bennington,Vermont,42.8746,-73.1852,,,2061.3
Brandon,Vermont,43.8011,-73.0843,,,620.8
East Barre,Vermont,44.1498,-72.4498,,,196.1
Williamstown,Vermont,44.1218,-72.5427,,,369.1
South Shaftsbury,Vermont,42.9411,-73.202,,,490.3
Waitsfield,Vermont,44.19,-72.8246,,,104
Stowe,Vermont,44.4662,-72.6853,,,376.3
Websterville,Vermont,44.1617,-72.4722,,,234.6
Wilder,Vermont,43.673,-72.3109,,,877.7
South Royalton,Vermont,43.8123,-72.5156,,,323.6
